year,letter
1910,"""An Ancient Prayer.""

""Our Lord Jesus I implore you to bless
 all mankind
        
  Keep us from all evil by thy Precious
        
  blood & take us to dwell with thee in
        
  Eternity""
   This prayer was sent to
me  & I send it on to you
it is an exact copy of an ancient prayer. 
 It said
they who copy this for 9 days & send 
 on to a
friend each day will on the 9th day experience
a great joy & to be delivered from
 a great calamity.
Make a wish when writing it & do
not  break
chain. Begin on the day it is received.
       This must
not  be signed.   A.C."
1910,"An Ancient Prayer. 
Oh Lord Jesus I implore Thee to bless
 
all mankind and keep us from all 
evil and take us to dwell with Thee
eternally.   
This prayer was sent to me, It is being 
 
sent all over the world.  It was
 said  in 
Jesus time that all who would write
this   
prayer would be delivered from all calamities 
  
and those who would not, would with
misfortune,   
and those who write in before nine days,
  stating 
day received and mail it to nine of
their   friends 
will on the ninth day received a great 
 joy  

     [address side]

so do not break the chain 
            
  Name Unsigned. 
    Received Dec 14, 1910."
1910,"An Ancient Prayer
 O! Lord Jesus, we implore thee to bless all mankind. Keep us from evil by 
the precious blood and take us to heaven to dwell with thee.
 This was sent to me by a friend. Copy it and see what will happen. It is 
said that he who will not write this prayer will meet with some misfortune 
while to those who do write it some great joy will come on the ninth day. 
It is said in Jerusalem that those who write this prayer shall be delivered 
from every calamity. Do not break the chain, and do not fail to write it for
nine days and send it to a friend. The ninth day you will get your wish."
1910,"An Answer to Prayer. - The Lord
Jesus implores me to bless all mankind. Keep me from all evil thoughts. Thy
blood make me as I will be with them in eternity.
This was sent to me, I send it to you. Copy it and see what will happen.
It is said in Palestine that she who will copy this nine days, beginning
with the day she receives this, and will send a copy each day to a friend
will, on the ninth day, experience some great joy and be free from calamity.
But she who will not do this will meet with misfortune. Make a wish while
copying this. Do not break the chain. Must not be signed."
1910,"An Ancient Prayer
Oh Lord I would implore thee to bless all mankind
preserve them from all evil by thy precious word
take them to dwell with thee in Paradise.
_____________________
This prayer was sent to me to copy it & see what will 
happen. It was said in ancient times that whoso wrote
it would be delivered from calamity, that those
who did not would have great misfortune. Those 
who write for 9 days, beginning on the day it was
received, and send one each day to 9 friends will
experience great  joy.     

Do not break the Chain.
            Do not sign your Name."
1910,"An Ancient Prayer. Oh! Lord I implore thee to bless all mankind. Keep
us from all evil and take us to dwell with thee eternally.  This prayer was sent to me it is being sent all over
  the world. It was sent in Jesus time that all who would write it
and  pass it on would be delivered from all calamities. Those who would not
write  it on would meet with some misfortune. Those who write it before nine
days  stating the day received to nine of their friends will on the
ninth  day receive some great joy. So do not break the chain.
 Received Oct. 6.  Name unsigned."
1910,"AN ANCIENT PRAYER
O, Lord Jesus, I implore thee, I love all mankind. Keep us from all evil
by thy precious hand and take us to dwell with you in eternity.
  This prayer was sent to me. I send it on to you. It is an exact copy
of an ancient prayer. Copy it and see what happens. It is said in Jerusalem
that he who will not copy the prayer will meet with some misfortune, but
he who will write it for nine days, beginning with the day he receives it,
and will mail a copy each day to a friend, will on the ninth day experience
some great joy and will be delivered from all calamities. Make a wish while
writing the prayer and do not break the chain.
  It must not be signed."
1911,"Oh Lord I implore Thee to bless
 mankind. Keep us from all evil by thy precious blood. And take us to dwell
 with Thee in Eternity. 
  This was sent to me and I am sending it to you. Copy it and see what will
 happen.  It is an exact copy of an ancient prayer and it is said in
Jerusalem: That he who will not copy it will meet with some misfortune but
he who will copy it for nine days beginning on the day he receives it and
sends it each day to a friend will on the ninth day experience some great
joy and be delivered from all calamity.
  Make a wish while writing the prayer and do not break the chain. It must
 not be signed."
1911,"An Ancient Prayer: O Lord Jesus,
I implore Thee to grant all mankind grace and keep us from evil by Thy precious
blood, and let us to dwell with Thee in eternity.
This prayer was sent by ____.   I send it to you. It is an ancient prayer
and is sent from Jerusalem, and he who will not copy it will meet with ill
luck, but he who does copy it for nine days beginning the day he received
it, and each day sends it to a friend, will on the ninth day receive some
great joy and be delivered from all ailments. 
Make a wish while writing this prayer. Please don't break this chain."
1911,"An Ancient Prayer
O Lord Jesus I implore thee to bless all mankind keepers by thy precious
blood and take us to dwell with in eternity, copy and see what happens.
It is said that he who copy this prayer for nine days commencing day received
will experience some blessing on the ninth day and he who breaks the chain
will meet with misfortune. It is in Jerusalem that he who wrote this prayer
will be delivered from all ailments. Make a wish while copying and send to
some friend for nine days in succession - Don't sign name."
